IdCFC;Situacao;Aprovados;NomeFantasia;RazaoSocial;CNPJ;Endereco;Numero;Bairro;Municipio;Telefone;Tipo;PessoaComDeficiencia;Recliclagem;Simulador
0000640444;Bloqueado;0;Gira Brasil;Duarte E Duarte Centro De Formacao De Cond Ltda Me;17349373000175;Rua Jose Pereira Machado;545;Centro;Santo Antonio De Posse;(019) 3896-4492;Pratico;Nao;Nao;Nao
0000130437;Bloqueado;0;Girotto C.f.c;Centro De Formacao De Condutores B Constantino Ltd;11565164000182;Rua Prudente De Moraes;503;Vl Mariana;Mococa;(019) 3665-4547;Pratico;Nao;Nao;Nao
0002680045;Baixada;0;Glicerio;Centro De Formacao De Condutores Glicerio Ltda;00000000000000;Av Mirandopolis;644;Vl Pompeia;Campinas;(019) 3269-3000;Pratico;Nao;Nao;Sim
0003250045;Bloqueado;0;Glicerio;Glicerio Centro Formacao Condutores Ltda Me;08606265000140;R Francisco Glicerio;596;Centro;Campinas;(019) 3232-6593;Pratico;Nao;Nao;Nao
0000010668;Baixada;0;Globo;Centro De Formacao De Condutores Global;00000000000000;R Campos Salles;737;Centro;Sao Jose Do Rio Pardo;(011) 3627-7000;Teorico;Nao;Sim;Sim
0001900045;Baixada;0;Globo;Grupo Real Auto Escola Ltda;00000000000000;R Conego Cipiao;316;Centro;Campinas;(019) 3237-5061;Pratico;Nao;Nao;Sim
0004150668;Bloqueado;0;Globo;Centro De Formacao De Condutores Globo S/c Ltda;57072290000104;Rua Campos Salles;686;Centro;Sao Jose Do Rio Pardo;(019) 3608-6711;Pratico;Nao;Nao;Nao
0027220122;Bloqueado;0;Golden Car;Golden Car;00000000000000;Rua Leopoldo De Freitas;817;V Esperanca;Sao Paulo;(011) 6684-2815;Teorico;Nao;Nao;Sim
0029080122;Bloqueado;0;Golden Car Centro De Form E Treinamento;Golden Car Centro De Form E Treinamento;00597991000212;Av Dr Arnaldo;120;Pacaembu;Sao Paulo;(011) 3151-0454;Teorico;Nao;Nao;Nao
0004211018;Baixada;0;Gopouva / Padilha;Gopouva Centro De Formacao De Condutores A E B Ltd;51260313000209;Av Capitao Walter Ribeiro;31;Cid Jd Cumbica;Guarulhos;(011) 2482-1497;Pratico;Nao;Nao;Sim
0006881018;Baixada;0;Gopouva / Padilha;Cfc Est - Cent De Form De Con - Edu E Seg Tran Ltd;03037433000290;Av Papa Joao Paulo I;3359;Jd Pres Dutra;Guarulhos;(011) 2464-0493;Teorico;Nao;Nao;Nao
0000401018;Baixada;100;Gopouva Padilha;Padilha Centro De Formacao De Condutores B Ltda;44261246000192;R Luiz Faccini;449;Centro;Guarulhos;(011) 2408-4118;Pratico;Nao;Nao;Sim
0000132026;Bloqueado;0;Gouveia;Auto Moto Escola Gouveia S/c Ltda;03068328000138;Av Ipiranga;220;Centro;Mairipora;(011) 7886-3400;Pratico;Nao;Nao;Nao
0000041543;Baixada;0;Graminha Centro De Formacao De Condutores Sc Ltda;Graminha Centro De Formacao De Condutores Sc Ltda;00000000000000;Av Dr Alberto Crivelenti;344;Centro;Altinopolis;(016) 3665-0228;Teorico;Nao;Nao;Sim
0000220031;Bloqueado;0;Grizoni Neme;Auto Escola Grizoni E Neme Sc Ltda;00000000000000;R Araujo Leite;1923;Centro;Bauru;(014) 2241-711;Pratico;Nao;Nao;Sim
0000430080;Baixada;0;Gt Auto Escola;Cfc B Gt Escola De Marilia Sc Ltda;00000000000000;R Vinte E Quatro De Dezembro;447;Centro;Marilia;(014) 3433-1144;Pratico;Nao;Nao;Sim
0000010815;Bloqueado;0;Guairense;Auto Escola Guairense S/c Ltda;00826071000148;Rua Dez;970;Centro;Guaira;(017) 3331-2006;Pratico;Nao;Nao;Nao
0000370059;Baixada;0;Guaratran;Cfpa Centro De Form De Condutores Guaratingueta;00000000000000;R Benjamin Constant;10;S Benedito;Guaratingueta;(012) 5327-078;Teorico;Nao;Nao;Sim
0001571081;Baixada;0;Guedes;Auto Escola Patricio Guedes;00000000000000;Rua Aurora Soares Barbosa;229;Vila Campesina;Osasco;(011) 3686-5810;Pratico;Nao;Nao;Sim
0000101970;Baixada;0;Guedes Caieiras;Cfc Guedes Caieiras Lt Me;00000000000000;Av Pauliceia;875;Laranjeiras;Caieiras;(011) 4441-2700;Pratico;Nao;Nao;Sim
0001090003;Bloqueado;0;Guia Auto Escola;Dias E Martins Sc Ltda;04557608000172;Rua Marcilio Dias;1393;N Paraiso;Aracatuba;(018) 3608-9001;Pratico;Nao;Nao;Nao
0000760535;Bloqueado;0;Guttierrez;Cfc Strada S/c Ltda Me;04941800000168;Rua Dos Lirios;397;Jd Motorama;Sao Jose Dos Campos;(012) 3929-3688;Pratico;Nao;Nao;Nao
0000431599;Bloqueado;0;Habilite Cfc-a;Centro De Formacao De Condut. A Habilite Ltda-me;12414771000104;Av Da Saudade;366;Jd Alba;Vinhedo;(019) 3876-3321;Teorico;Nao;Nao;Nao
0000041081;Baixada;100;Habilitran;Centro De Formacao De Condutores Habilitran;00000000000000;Rua Joao Colino Sala21;87;Centro;Osasco;(011) 7085-0544;Teorico;Nao;Nao;Sim
0000462033;Bloqueado;0;Habilitrans;Autoescola Habilitrans Ltda-me;19052449000121;R Luar Crescente;44;Jd Luar;Santana De Parnaiba;(011) 4705-2469;Pratico;Nao;Nao;Nao
0001841669;Baixada;0;Habilitrans;Cfc A Habilitrans Ltda Me;15421289000190;Rua Serra Da Parima;81;Jd Planalto;Carapicuiba;(011) 4189-6324;Teorico;Nao;Nao;Sim
0000280493;Baixada;0;Herbbe;Auto Escola Herbbe S/c Ltda;00000000000000;Rua Rafael Correia Sampaio;1357;Sta Paula;Sao Caetano Do Sul;(011) 4224-5745;Pratico;Nao;Nao;Sim
0001330864;Baixada;0;Hp Filial;Pedro Frederico Bonfatti - Filial;00000000000000;Av Barao De Maua;4740;Vl Sao Joao;Maua;(000) 0;Pratico;Nao;Nao;Sim
0001270661;Baixada;0;I9 Brasil;F Brasil Centro De F De Condutores Ltda Me Filial;00000000000000;Rua Dos Solimoes;638;Jd Sao Roque;Americana;(000) 0;Pratico;Nao;Nao;Sim
0000161410;Bloqueado;0;Iacona Da Silva E Munhoz Ltda Me;Iacona Da Silva E Munhoz Ltda Me;13260806000160;Rua Maranhao;115;Centro;Aguas De Santa Barbara;(014) 3765-1469;Teorico;Nao;Nao;Sim
0038560122;Bloqueado;0;Icetran;Icetran Instituto De Certificacao E Estudos De Tra;02968119000188;Rua Major Sertorio;110;Centro;Sao Paulo;(011) 3672-0856;Teorico;Nao;Nao;Nao
0000250213;Baixada;0;Ideal;Centro De Formacao De Condutores Ideal Sc Ltda;00000000000000;Rua Ariovaldo Marques;56;Centro;Itapeva;(015) 5223-982;Pratico;Nao;Nao;Sim
0000790493;Baixada;100;Ideal;Auto E Moto Escola Ideal Sao Caetano Ltda;00000000000000;Rua Amazonas;1055;Centro;Sao Caetano Do Sul;(011) 4221-5341;Pratico;Nao;Nao;Sim
0000101410;Bloqueado;0;Ideal Max;L H Da Costa Centro De Formacao De Condutores A Me;10542195000155;Rua Riachuelo;115;Centro;Cerqueira Cesar;(014) 3714-1915;Teorico;Nao;Nao;Nao
0001630129;Bloqueado;0;Ideal Sao Bento;Auto Moto Escola Ideal Sao Bento Ltda Me;02938303000266;R Roberto Florio Santana;25;Pq Sao Bento;Sorocaba;(015) 3223-1889;Pratico;Nao;Nao;Nao
0001930129;Bloqueado;0;Ideal Shop Cidade;Cfc B Ideal Shopping Cidade Ltda;30167758000180;Av Itavuvu          loja 1013;3373;Jd Sta Cecilia;Sorocaba;(015) 3302-3616;Pratico;Nao;Nao;Nao
0001180129;Bloqueado;0;Ideal Sorocaba Ltda;Cfc Ab Ideal Sorocaba Ltda-me;08597424000197;Av Ipanema;539;Zona Norte;Sorocaba;(015) 3034-2238;Teorico e prático;Nao;Sim;Sim
0006161018;Baixada;0;Iii Milenio;C F C Itamaraty Ltda;00000000000000;Rua Luiz Faccini;540;Centro;Guarulhos;(011) 0;Teorico;Nao;Nao;Sim
0006431018;Baixada;0;Iii Milenio - Filial;C F C Itamaraty S/c Ltda;00000000000000;Av Pres Tancredo A. Neves;578;Jd Rizzo;Guarulhos;(011) 0;Teorico;Nao;Nao;Sim
0001121669;Bloqueado;0;Impacto;Impacto Centro De Formacao De Condutores Ltda;07078772000195;Av Inocencio Serafico;331;Centro;Carapicuiba;(011) 3627-7000;Pratico;Nao;Nao;Nao
0001661662;Baixada;0;Impacto;Centro Formacao De Condutores Impacto Ss Ltda Me;00000000000000;R Sao Joao;277;Sta Claudia;Diadema;(011) 6805-6983;Pratico;Nao;Nao;Sim
0032230122;Bloqueado;0;Impacto Cfc Ltda Me;Impacto Cfc Ltda Me;04863980000298;Av Do Cursino;3453;Jd Vergueiro;Sao Paulo;(011) 6335-5015;Pratico;Nao;Nao;Nao
0035320122;Bloqueado;0;Industrial;Vila Industrial;01577470000266;Av Arquiteto Vila Nova Ortigas;120;Teotonio Vilela;Sao Paulo;(011) 2013-3937;Pratico;Nao;Nao;Nao
0002290535;Bloqueado;0;Inovatran;Auto Escola Fernandes E Fernandes Ltda Me;07038170000104;Av Ouro Fino;530;Bq Eucaliptos;Sao Jose Dos Campos;(012) 3917-2351;Pratico;Nao;Nao;Nao
0003100108;Baixada;0;Inst.educ.trans.bras;Instituto Educacional De Transito Brasileiro;05848266000102;Pca Dos Andradas;12;Centro;Santos;(013) 3219-6836;Teorico;Nao;Nao;Nao
0023050122;Baixada;0;Inter Vias Moto Auto Escola Sc Ltda;Inter Vias Moto Auto Escola Sc Ltda;00000000000000;R Dr Olavo Egidio;518;Santana;Sao Paulo;(011) 1234-5678;Teorico;Nao;Nao;Sim
0000550024;Baixada;0;Interlagos;C Fc B Interlagos De Barretos;07887007000116;Avenida 15;521;Centro;Barretos;(017) 3323-1456;Teorico e prático;Nao;Sim;Sim
0001000045;Bloqueado;0;Interlagos;Centro De Formacao Condutores Interlagos Ltda Me;48649776000163;R Jose Paulino;1426;Centro;Campinas;(019) 3231-5162;Pratico;Nao;Nao;Nao
0001570003;Baixada;0;Interlagos;A.r.s. Auto Escola Ltda Me;00000000000000;Rua Dos Fundadores;355;Sao Joaquim;Aracatuba;(018) 3441-0217;Pratico;Nao;Nao;Sim
0001660003;Bloqueado;0;Interlagos;A.r.s. Auto Escola Ltda Me;10400070000190;Rua Dos Fundadores;355;Sao Joaquim;Aracatuba;(018) 3441-0217;Pratico;Nao;Nao;Nao
0029620122;Bloqueado;0;Irep - Sociedade De Ensino S/c Ltda;Irep - Sociedade De Ensino S/c Ltda;02608755000441;Dr Antonio Bento;509;Santo Amaro;Sao Paulo;(011) 2467-522;Teorico;Nao;Nao;Nao
0029650122;Bloqueado;0;Irep - Sociedade De Ensino S/c Ltda;Irep - Sociedade De Ensino S/c Ltda;02608755000360;Av Jabaquara;1870;Saude;Sao Paulo;(011) 2467-522;Teorico;Nao;Nao;Nao
0029470122;Bloqueado;0;Irep Sociedade De Ensino S/c Ltda;Irep Sociedade De Ensino S/c Ltda;02608755000107;Rua Promotor Gabriel N Peres;108;Santo Amaro;Sao Paulo;(011) 7467-522;Teorico;Nao;Nao;Nao
0000310899;Bloqueado;0;Irmaos Borges;Centro De Formacao Irmaos Borges Ltda;07356434000178;Rua Guarulhos Loja 01;55;Centro;Caraguatatuba;(012) 3882-1337;Pratico;Nao;Nao;Nao
0000220213;Baixada;0;Itapeva;Centro De Formacao De Condutores Itapeva Ltda;00000000000000;Av Cel Acacio Piedade;430;Centro;Itapeva;(015) 5221-919;Pratico;Nao;Nao;Sim
0000371753;Bloqueado;100;Itapevi Moto Escola;Itapevi Auto Moto Escola S/c Ltda;04919532000188;Av Rubens Caramez;220;Centro;Itapevi;(011) 3627-7000;Pratico;Nao;Nao;Nao
0036550122;Baixada;0;Itaquera;Cfc A Itaquera Ltda;00000000000000;Av Itaquera;7758;Vl Carmosina;Sao Paulo;(011) 2944-7444;Teorico;Nao;Nao;Sim
0000161018;Baixada;0;Iv Centenario;C F C Auto Escola Centena S/c Ltda;03651770000192;Av Monteiro Lobato;177;Centro;Guarulhos;(011) 2092-702;Pratico;Nao;Nao;Nao
0000160815;Baixada;0;J.r. - C.f.c.;C.f.c.a-j.r. Centro De Formacao De Condutores Ltda;00000000000000;Av Vinte E Nove;68;Res Nadia;Guaira;(017) 3331-1007;Teorico;Nao;Nao;Sim
0339760864;Baixada;0;Jaguar;Jaguar Auto Moto Escola Ltda;00000000000000;Rua Alonso Vasconcelos Pacheco;843;Vila Bocaina;Maua;(011) 0;Pratico;Nao;Nao;Sim
0000790710;Bloqueado;0;Jardes;Jardes & Silva Cfc Ltda Me;10712861000156;Rua Jacob Emerich;1030;Centro;Sao Vicente;(011) 3627-7000;Teorico;Nao;Sim;Sim
0000100409;Baixada;0;Joao Gilberto Zanchetta;Joao Gilberto Zanchetta;00000000000000;Rua Campos Sales;312;Centro;Santa Adelia;(017) 5711-013;Pratico;Nao;Nao;Sim
0000070542;Bloqueado;0;Jordanense;Auto Escola Jordanense Ltda;51615862000160;Rua Brigadeiro Jordao;636;Vila Abernessia;Campos Do Jordao;(012) 3662-1120;Pratico;Nao;Nao;Sim
0000011816;Bloqueado;0;Jorge G Barbosa;Barbosa E Barbosa Sc Ltda Me;02569427000130;R Genesio Carvalho Vasques;520;Pq Primavera;Cachoeira Paulista;(012) 3101-2682;Pratico;Nao;Nao;Nao
0036610122;Bloqueado;0;Jpl Centro De Formacao De Condutores Ltda Me;Jpl Centro De Formacao De Condutores Ltda Me;07689910000172;Av Guilherme Cotching;804;Vila Maria;Sao Paulo;(011) 6636-3300;Teorico;Nao;Nao;Nao
0000041872;Bloqueado;87;Jrtran;Jrtran Curso Teorico De Condutores Veic Ltda Me;17151006000162;Rua Antonio H Cunha Bueno;36;Centro;Sao Luiz Do Paraitinga;(012) 3671-2136;Teorico;Nao;Nao;Sim
0000460437;Baixada;0;Junior;Centro De Formacao De Condutores Junior S C Ltda;00000000000000;Rua Alagoas;50;Sta Rosa;Mococa;(019) 3665-7801;Pratico;Nao;Nao;Sim
0000280668;Bloqueado;0;Kaka Auto Escola;Silva Matos E Nascimento Lemes Ss Ltda;48626030000134;Rua Capitao Mario Rodrigues;140;Centro;Sao Jose Do Rio Pardo;(019) 3608-1978;Pratico;Nao;Nao;Nao
0000250052;Baixada;0;Kaka Autoescola;Cfc Matos E Nascimento Auto Escola Cfc Ab Ltda;00000000000000;Rua Antonio Luiz Pires;565;Centro;Itobi;(019) 3647-5957;Teorico e prático;Nao;Nao;Sim
0003310108;Baixada;0;Karisma;Karisma Centro De Formacao De Condutores Ltda;09120044000120;Av Pedro Lessa;1035;Aparecida;Santos;(011) 3627-7000;Teorico;Nao;Sim;Sim
0001360493;Baixada;100;Kennedy;Centro De Formacao De Condutores Sales & Biazolla;15499996000107;Av Presidente Kennedy;3191;Santa Paula;Sao Caetano Do Sul;(011) 4318-2225;Pratico;Nao;Nao;Nao
0000011235;Bloqueado;0;Kissaca;Centro De Formacao De Condutores Kissaca Ltda Me;67360198000195;R Dr Gabriel Ribeiro Santos;55;Centro;Apiai;(015) 5522-005;Teorico e prático;Nao;Nao;Nao
0000101340;Bloqueado;0;L F S/c Ltda;C.f.c. De Veiculos Automotores L F S/c Ltda;48529069000133;Av Leopoldo Carlos De Oliveira;1047;Centro;Miguelopolis;(016) 3835-3007;Pratico;Nao;Nao;Nao
0025270122;Bloqueado;0;Larissa;Auto Moto Escola Larissa Ltda Me;05005097000149;Rua Yervant Kissijikian;172;Vila Inglesa;Sao Paulo;(011) 5521-7729;Pratico;Nao;Nao;Nao
0000101802;Baixada;0;Lauro Cfc;Lauro Auto Moto Escola Sc Ltda;00000000000000;Av Das Naoes Unidas;979;Centro;Aguas De Lindoia;(011) 3824-2624;Teorico e prático;Nao;Nao;Sim
0000071172;Bloqueado;0;Leao & Costa;Cfc Leao & Costa Sc Ltda;00000000000000;R Treze De Maio;585;Centro;Agudos;(000) 0;Teorico;Nao;Nao;Sim
0000970010;Bloqueado;0;Leao Autoescola;Cfc A Gaviao Ltda - Me;00000000000000;Rua Dos Lirios;26503;Jd Petropolis;Gaviao Peixoto;(016) 8262-1819;Teorico;Nao;Nao;Sim
0000070962;Bloqueado;0;Leite Cfc B;Arruda Segato & Paula Leite Ltda;05140482000107;Rua Cardoso Pimentel;72;Centro;Porto Feliz;(015) 2625-911;Pratico;Nao;Nao;Nao
0000101263;Baixada;0;Leitura;Leitura Centro De Formacao De Condutores Cat A;00000000000000;Porto Alegre;230;Centro;Presidente Epitacio;(018) 3281-2469;Teorico;Nao;Nao;Sim
0000161263;Bloqueado;0;Leitura;Leitura Centro De Formacao De Condutores;00000000000000;Rua Maceio;661;Centro;Presidente Epitacio;(018) 3251-1711;Teorico;Nao;Nao;Sim
0001241662;Bloqueado;0;Lelo I;Centro De Formacao De Cond Alda Atitude Ltda Me;03691985000137;Rua Joao Correia De Sa;32;Vl Nogueira;Diadema;(000) 4071-8709;Pratico;Nao;Nao;Nao
0000911662;Baixada;0;Lelo Ii;Centro De Formacao De Condutores Magnus S/s Ltda;00000000000000;Rua Mantiqueira;11;Jd Rosinha;Cameta;(011) 7133-086;Pratico;Nao;Nao;Sim
0029710122;Bloqueado;0;Lemos & Silva S/c Ltda;Lemos & Silva S/c Ltda;03941249000190;Rua Desembargador Do Vale;782;Perdizes;Sao Paulo;(011) 3664-7969;Teorico;Nao;Nao;Nao
0000191025;Bloqueado;0;Libertran;Centro De Formacao De Condutores Libertran Ltda Me;07576337000190;Rua Nello Petrini;1315;Vila Garavello;Guariba;(011) 3627-7000;Teorico;Nao;Nao;Nao
0000400227;Baixada;0;Licio Martin Cavalheiro Me;Licio Martin Cavalheiro Me;00000000000000;Rua Luiz Biaggioni;370;Centro;Ipaussu;(014) 3344-2600;Teorico;Nao;Nao;Sim
0000190045;Bloqueado;100;Lider;Auto Escola Lider Sc Ltda;44629376000135;R Jose Paulino;1253;Centro;Campinas;(019) 3231-0011;Pratico;Nao;Nao;Nao
0002110045;Baixada;0;Lider;Lider Centro De Formacao De Condutores Ltda;03380885000190;R Bernardino De Campos;1072;Centro;Campinas;(019) 3231-4944;Teorico;Nao;Sim;Nao
0007150017;Baixada;0;Lider;Centro De Form Condut B Lider De Taruma S C Ltd Me;00000000000000;Av Taruma;587;Centro;Taruma;(018) 3329-2699;Pratico;Nao;Nao;Sim
0000191389;Baixada;0;Lider E Nanny;Jorge Martins Me;00000000000000;Avenida Fernando Costa;526;Centro;Cajati;(000) 0;Pratico;Nao;Nao;Sim
0000250605;Baixada;0;Lider Indiana Ltda;Centro De Formacao De Cond. Lider Indiana Ltda Me;00000000000000;Av Jose Ferro;118;Centro;Indiana;(018) 0;Pratico;Nao;Nao;Sim
0000311739;Bloqueado;0;Lider Me;Centro De Formacao De Condutores Lider Ltda Me;08242181000174;Rua Minas Gerais;162;Centro;Santa Rosa De Viterbo;(016) 3954-3135;Teorico;Nao;Nao;Nao
0000072215;Bloqueado;0;Lideranca Cfc Teorico Limitada-me;Lideranca Cfc Teorico Limitada-me;00000000000000;Dona Evarista Castro Ferreira;44;Centro;Miracatu;(013) 3847-1572;Teorico;Nao;Sim;Sim
0019510122;Bloqueado;0;Lino Motos A.e.;Karine's Auto Moto Escola Sc Ltda;02063181000120;R S Sebastiao;819;C Sto Antonio;Sao Paulo;(011) 5183-4884;Pratico;Nao;Nao;Nao
0001451662;Baixada;0;Lions Ii;Centro De Formacao Nova Lions Ii;00000000000000;Av Assembleia;883;Vl Elida;Diadema;(111) 1111-1111;Pratico;Nao;Nao;Sim
0001811662;Bloqueado;0;Lions Ii;C F De Condutores Auto Moto Escola David Ltda Me;07929558000103;Rua Graciosa;410;Centro;Diadema;(011) 4092-9000;Pratico;Nao;Nao;Nao
0000730080;Bloqueado;0;Logus Nova Marilia;Logus Nova Marilia C F C Cat B Ltda Me;11088783000123;Av Mem De Sa;178;Nova Marilia;Marilia;(014) 3417-8962;Pratico;Nao;Nao;Nao
0000760150;Bloqueado;0;Lopes E Araujo;Lopes E Araujo Centro De Formacao De Condutores;18480838000195;R Santo Antonio;210;Vl Sao Paulo;Salto Grande;(014) 3378-1602;Teorico;Nao;Nao;Nao
0000161760;Bloqueado;0;Los Primos;Josefa Joana R M Fomacao De Condutores;08170223000109;Rua Rita Do Nascimento Duca;122;Jd Marilia;Jandira;(011) 4789-1828;Pratico;Nao;Nao;Nao
0005351018;Baixada;0;Lotus;Centro De Formacao De Condutores Lotus Ltda Me;11661498000150;Av Otavio Braga De Mesquita;1037;Vila Florida;Guarulhos;(011) 2358-5958;Pratico;Nao;Nao;Nao
0000311109;Bloqueado;0;Lotus Auto Escola Ltda Me;Lotus Auto Escola Ltda Me;08865112000117;Av Nacoes Unidas;865;Vl Nova;Cubatao;(013) 3304-0499;Teorico;Nao;Nao;Nao
0015010122;Baixada;0;Lourenco & Camisa Sc Ltda;Lourenco & Camisa Sc Ltda;00793169000146;Av Oratorio;4633;V Industrial;Sao Paulo;(011) 2702-2821;Pratico;Nao;Nao;Nao
0008050122;Bloqueado;0;Ltda Me;Centro De Formacao De Condutores B Nova Jerusalem;62731005000141;R Nova Jerusalem;778;Tatuape;Sao Paulo;(011) 2958-803;Pratico;Nao;Nao;Nao
0022360122;Baixada;0;Ltda Me;Centro De Formacao De Condutores Inconfidencia Ss;00000000000000;Av Inconfidenciamineira;797;V Rica;Sao Paulo;(011) 2724-8680;Pratico;Nao;Nao;Sim
0004150241;Bloqueado;0;Lucimara Ltda Me;Cfc A Lucimara Ltda Me;10601240000103;Rua Ezequiel Paula Ramos;346;Jd Piratininga;Limeira;(019) 3497-2748;Teorico;Nao;Sim;Sim
0000220388;Baixada;0;Lula Auto Escola 2;Lula Auto Mota Escola S S Ltda Me;01647337000239;Av Ivanil Francischini;13674;Jd Do Bosque;Ibitinga;(016) 3342-6899;Pratico;Nao;Nao;Nao
0031000122;Bloqueado;0;Lustosa Auto Moto Escola Ltda-me;Lustosa Auto Moto Escola Ltda-me;07243183000115;Av Estrada De Taipas;2759;Jd Rincao;Sao Paulo;(011) 3941-8094;Pratico;Nao;Nao;Sim
0000280017;Baixada;0;M M O;M M O Centro De Formacao De Condutores Ltda;00000000000000;Rua Vinte E Quatro De Maio;40;Centro;Assis;(018) 3321-3388;Teorico;Nao;Nao;Sim
0010570122;Bloqueado;0;M O Rodrigues & Cia Ltda;M O Rodrigues & Cia Ltda;00000000000000;R Dr Gabriel Piza;197;Santana;Sao Paulo;(011) 6976-3733;Pratico;Nao;Nao;Sim
0000700094;Baixada;0;Machadense;Auto Escola Machadense S/s Ltda - Me;00000000000000;R Fernando Costa;94;Centro;Alvares Machado;(000) 0;Pratico;Nao;Nao;Sim
0000371312;Baixada;0;Magoo;Centro De Formacao Cond Jacira Ltda Me;00000000000000;Av Santo Andre;256;Centro Alto;Ribeirao Pires;(000) 0;Pratico;Nao;Nao;Sim
0000162201;Baixada;0;Magri Centro De Formacao De Condutores Sc Ltda;Magri Centro De Formacao De Condutores Sc Ltda;00000000000000;Rua Sao Jose;39902;Centro;Torrinha;(014) 3656-1133;Teorico;Nao;Nao;Sim
0004151018;Baixada;0;Maia Ii;Auto Moto Escola Maia Sc Ltda;03158881000242;Av Monteiro Lobato;459;Centro;Guarulhos;(011) 2447-1080;Pratico;Nao;Nao;Nao
0000252026;Bloqueado;0;Mairipora;Centro De Formacao De Condutores Mairipora S/c Ltd;03744376000107;Av Leonor De Oliveira;108;Centro;Mairipora;(011) 4302-259;Teorico;Nao;Nao;Sim
0019542138;Baixada;0;Mais Brasil;Nailton Faleiros Chagas Me;00000000000000;Av Princesa Isabel;2548;Barra Velha;Ilhabela;(012) 3895-1222;Pratico;Nao;Nao;Sim
0001151081;Bloqueado;0;Manchete;Centro De Formacao De Condutores Manchete;00000000000000;Rua Felipe A Nader;13;Centro;Osasco;(011) 3627-7000;Pratico;Nao;Nao;Sim
0002950122;Baixada;0;Manoel De Sa Pinto Filho;Manoel De Sa Pinto Filho;61939609000115;Av Cursino;2763;Saude;Sao Paulo;(011) 5058-2442;Pratico;Nao;Nao;Nao
0000430654;Bloqueado;0;Mantiqueira;Auto Moto Escola Mantiqueira Ltda Me;15003664000181;Rua Francisco Novaes;701;Centro;Cruzeiro;(012) 3145-5922;Pratico;Nao;Nao;Nao
0000760710;Bloqueado;0;Maravilha Ii;Anderson Fernandes Batista Tiberio-me;08318592000287;Rua Ipiranga;31;Centro;Sao Vicente;(013) 3469-9296;Pratico;Nao;Nao;Nao
0000220710;Baixada;0;Marcelo;Auto Escola Marcelo S/c Ltda;00000000000000;Rua Frei Gaspar;2408;Beira Mar;Sao Vicente;(013) 4673-735;Pratico;Nao;Nao;Sim
0000250633;Bloqueado;0;Marcelo Enrique Cabral Me;Marcelo Enrique Cabral Me;08954309000122;Rua Pernambuco;45;Centro;Lins;(014) 3356-1287;Teorico;Nao;Nao;Nao
0000640976;Bloqueado;0;Marcelo Prando Cfc A;Cfc Categoria A Marcelo Prando Ltda - Me;21218191000132;Av P Carlos De Carvalho Pinto;88;Alvinopolis;Atibaia;(011) 3627-7000;Teorico;Nao;Nao;Sim
0000040696;Bloqueado;0;Mariano Martinelli & Pompei Ltda;Mariano Martinelli & Pompei Ltda;00000000000000;R Belmiro Pereira;278;Centro;Pederneiras;(014) 2522-780;Teorico e prático;Nao;Nao;Sim
0001240045;Bloqueado;0;Mario Trentin;C.f.c. Trentin Sociedade Simples Ltda - Me;57487241000124;R Joao Jorge;176;Vl Industrial;Campinas;(019) 3272-7098;Pratico;Nao;Nao;Nao
0001480045;Bloqueado;0;Mariza;Centro De Formacao De Condutores Mariza Ltda Me;02973556000190;Av Ruy Rodrigues;4255;Pq Universit;Campinas;(019) 3266-8807;Pratico;Nao;Nao;Nao
0000251907;Baixada;0;Marlene;Centro De Form De Cond Kalinka Sc Ltda;00000000000000;Rua Carlos Goames;181;Centro;Ferraz De Vasconcelos;(011) 4675-7842;Pratico;Nao;Nao;Sim
0000251025;Bloqueado;100;Marli Auto Escola;C.f.c. Cidade Primavera Ltda-me;13041063000138;Rua Rui Barbosa;746;Centro;Guariba;(016) 3251-0692;Teorico;Nao;Sim;Nao
0000400710;Baixada;0;Master;Servio De Morais Lima Me;00000000000000;R Jacob Emerich;1102;Centro;Sao Vicente;(013) 0;Pratico;Nao;Nao;Sim
0000011557;Bloqueado;0;Master Orientadora;Master Orientadora De Educacao Para O Transito Ltd;00000000000000;Av Rigesa;32;Vl Papelao;Valinhos;(019) 3871-5735;Teorico;Nao;Nao;Sim
0072011690;Bloqueado;0;Matias;Cfc P/ Cond De Veic Automotores Matias S/c Ltda Me;02989643000135;Praca Das Bandeiras;800;Centro;Sumare;(019) 3873-1570;Pratico;Nao;Nao;Nao
0000431760;Bloqueado;85;Matriz;Centro De Formacao De Condutores B Danniju Ltda;09351688000129;Rua Rita Do Nascimento Duca;122;Jd Santo Antoni;Jandira;(000) 4619-3752;Pratico;Nao;Nao;Sim
0001240164;Baixada;0;Matriz Ii;Centro De Formacao De Condutores B Mmd S/s Ltda Me;00000000000000;R Dr Torres Neves;484;Centro;Jundiai;(011) 4816-4670;Pratico;Nao;Nao;Sim
0003581018;Baixada;0;Max - Cfc Educacao No Transito-b S/c Ltda;Max - Cfc Educacao No Transito-b S/c Ltda;03721874000126;Av Otavio Braga De Mesquita;3931;Taboao;Guarulhos;(011) 2402-4761;Pratico;Nao;Nao;Nao
0003821018;Baixada;0;Max C.f.c.-educacao Para O Transito-b S/c Ltda;Max C.f.c.-educacao Para O Transito-b S/c Ltda;00000000000000;Rua Vicente Melro;111006;Vila Galvao;Guarulhos;(011) 0;Pratico;Nao;Nao;Sim
